Ericales_Lecythidaceae_Grias_cauliflora	GHLK01
Ericales_Lecythidaceae_Gustavia_augusta	GHLE01
Ericales_Lecythidaceae_Gustavia_superba	GHLF01
Ericales_Lecythidaceae_Gustavia_superba	GHLG01
Ericales_Lecythidaceae_Lecythis_congestiflora	GHLH01
Ericales_Lecythidaceae_Lecythis_persistens	GHLI01
Ericales_Lecythidaceae_napoleonaea_imperialis	GHLJ01
Ericales_Marcgraviaceae_Marcgravia_rectiflora	DG008
Ericales_Mitrastemonaceae_Mitrastemon_yamamotoi	PL008755A
Ericales_Pentaphylacaceae_Adinandra_millettii	LP207929
Ericales_Pentaphylacaceae_Anneslea_fragrans	GFTZ01
Ericales_Pentaphylacaceae_Anneslea_fragrans	LP207928
Ericales_Pentaphylacaceae_Eurya_emarginata	DG031
Ericales_Pentaphylacaceae_Pentaphylax_euryoides	LP207927
Ericales_Polemoniaceae_Acanthogilia_gloriosa	DG011
Ericales_Polemoniaceae_Aliciella_latifolia	DG012
Ericales_Polemoniaceae_Cantua_caerulea	DG013
Ericales_Polemoniaceae_Collomia_grandiflora	DAL192
Ericales_Polemoniaceae_Eriastrum_densiflorum	DG015
Ericales_Polemoniaceae_Gilia_angelensis	DG016
Ericales_Polemoniaceae_Giliastrum_incisum	DG022
Ericales_Polemoniaceae_Ipomopsis_aggregata	DAL218
Ericales_Polemoniaceae_Leptosiphon_aureus	DG017
Ericales_Polemoniaceae_Linanthus_californicus	DG018
Ericales_Polemoniaceae_Loeseliastrum_schottii	DG023
Ericales_Polemoniaceae_Microsteris_gracilis	DG019
Ericales_Polemoniaceae_navarretia_leptalea	DAL193
Ericales_Polemoniaceae_Phlox_cuspidata	GFFN01
Ericales_Polemoniaceae_Phlox_drummondii	GFFR01
Ericales_Polemoniaceae_Phlox_pilosa	GFFO01
Ericales_Polemoniaceae_Phlox_roemeriana	GFFQ01
Ericales_Polemoniaceae_Polemonium_caeruleum_subsp_vilosum	DG020
Ericales_Primulaceae_Androsace_umbellata	LP207971
Ericales_Primulaceae_Bonellia_frutescens	DG024
Ericales_Primulaceae_Bonellia_macrocarpa_subsp_panamensis	PL008734B
Ericales_Primulaceae_Clavija_harlingli	SAS59
Ericales_Primulaceae_Embelia_ribes	LP208155B
Ericales_Primulaceae_Lysimachia_fukienensis	LP208066
Ericales_Primulaceae_Lysimachia_thyrsiflora	LP208196A
Ericales_Primulaceae_Myrsine_floridana	SAS53
Ericales_Primulaceae_Primula_cicutariifolia	LP207984
Ericales_Primulaceae_Primula_meadia	SAS31
Ericales_Primulaceae_Primula_veris	Primulaceae_Primula_veris
Ericales_Primulaceae_Primula_vulgaris	GBRY01
Ericales_Primulaceae_Rapanea_neriifolia__Myrsine_seguinii	LP207988
Ericales_Primulaceae_Samolus_valerandi	LP207986
Ericales_Primulaceae_Stimpsonia_chamaedryoides	LP208062
Ericales_Primulaceae_Trientalis_europaea__Lysimachia_europaea	LP208242A
Ericales_Roridulaceae_Roridula_gorgonias	Roridulaceae_Rodridula_gorgonias
Ericales_Sapotaceae_Argania_spinosa	SAS29
Ericales_Sapotaceae_Chrysophyllum_monopyrenum	LP208116B
Ericales_Sapotaceae_Diploknema_yunnanensis	PL008615A
Ericales_Sapotaceae_Eberhardtia_aurata	LP208123A
Ericales_Sapotaceae_Madhuca_pasquieri	LP208112B
Ericales_Sapotaceae_Manilkara_sapota	SAS55
Ericales_Sapotaceae_Niemeyera_whitei	SAS30
Ericales_Sapotaceae_Planchonella_obovata	LP208119B
Ericales_Sapotaceae_Pouteria_campechiana	LP207985
Ericales_Sapotaceae_Sarcosperma_laurinum	LP208118A
Ericales_Sarraceniaceae_Darlingtonia_californica	DAL227
Ericales_Sarraceniaceae_Heliamphora_tatei	LP207992
Ericales_Sarraceniaceae_Saracennia_leucophyla	SAS54
Ericales_Sarraceniaceae_Sarracenia_rubra_subsp_gulfensis	SAS33
Ericales_Sladeniaceae_Sladenia_celastrifolia	LP207926
Ericales_Styracaceae_Bruinsmia_polysperma	PL008713A
Ericales_Styracaceae_Changiostyrax_dolichocarpus	LP208074B
Ericales_Styracaceae_Halesia_diptera	SAS52
Ericales_Styracaceae_Huodendron_tibeticum	LP208124A
Ericales_Styracaceae_Melliodendron_xylocarpum	LP207933
Ericales_Styracaceae_Pterostyrax_psilophyllus	LP207936
Ericales_Styracaceae_Rehderodendron_macrocarpum	LP207934
Ericales_Styracaceae_Stryrax_alnaicanus	SAS58
Ericales_Styracaceae_Styrax_obassis	LP207990
Ericales_Theaceae_Camellia_chekiangoleosa	GISO01
Ericales_Theaceae_Camellia_oleifera	GEFY01
Ericales_Theaceae_Camellia_reticulata	GEER01
Ericales_Theaceae_Camellia_sasanqua	GFSL01
Ericales_Theaceae_Camellia_sinensis	Camellia_sinensis
Ericales_Theaceae_Camellia_taliensis	GCRZ01
Ericales_Theaceae_Euryodendron_excelsum	PL0088672B
Ericales_Theaceae_Franklinia_alatamaha	DG026
Ericales_Theaceae_Gordonia_lasianthus	SAS60
Ericales_Theaceae_Polyspora_longicarpa	LP208122B
Ericales_Theaceae_Polyspora_speciosa	LP207932
Ericales_Theaceae_Pyrenaria_hirta	LP207930
Ericales_Theaceae_Stewartia_pseudocamellia	SAS32
Rosales_Rosaceae_Prunus_persica	Prunus
Santalales_Loranthaceae_Taxillus_chinensis	GHNL01
Solanales_Solanaceae_Solanum_chacoense	Solanaceae_Solanum_chaco
Solanales_Solanaceae_Solanum_lycopersicum	Solanaceae_Solanum_lycopersicum
